114.452850,-132.142197,100.000000,4.666107
119.020149,-134.339447,100.000000,0.050683
124.665871,-137.055511,100.000000,0.062651
128.653961,-138.974121,100.000000,0.044256
133.590332,-141.348938,100.000000,0.054779
137.693848,-143.323074,100.000000,0.045537
142.638290,-145.701767,100.000000,0.054869
146.624939,-147.619675,100.000000,0.044240
151.561813,-149.994736,100.000000,0.054785
155.664169,-151.968307,100.000000,0.045524
160.633270,-154.358871,100.000000,0.055142
164.623672,-156.278595,100.000000,0.044281
169.559128,-158.652969,100.000000,0.054769
173.538803,-160.567535,100.000000,0.044163
178.641815,-163.022522,100.000000,0.056628
182.625809,-164.939163,100.000000,0.044210
187.559372,-167.312622,100.000000,0.054748
191.542328,-169.228760,100.000000,0.044199
196.638657,-171.680527,100.000000,0.056554
200.622147,-173.596924,100.000000,0.044205
205.553909,-175.969528,100.000000,0.054728
209.572052,-177.902603,100.000000,0.044590
214.617752,-180.330017,100.000000,0.055993
218.599503,-182.245575,100.000000,0.044186
223.535965,-184.620438,100.000000,0.054780
227.518417,-186.536331,100.000000,0.044193
232.563248,-188.963318,100.000000,0.055983
236.547867,-190.880264,100.000000,0.044218
241.486481,-193.256149,100.000000,0.054804
245.465805,-195.170547,100.000000,0.044159
250.505936,-197.595276,100.000000,0.055931
254.489960,-199.511932,100.000000,0.044211
259.422089,-201.884705,100.000000,0.054732
263.413666,-203.804993,100.000000,0.044294
268.426361,-206.216522,100.000000,0.055626
272.407410,-208.131744,100.000000,0.044178
277.332520,-210.501144,100.000000,0.054654
281.313141,-212.416153,100.000000,0.044173
286.347382,-214.838043,100.000000,0.055865
290.364594,-216.770660,100.000000,0.044579
295.290161,-219.140274,100.000000,0.054659
299.266510,-221.053238,100.000000,0.044126
304.258606,-223.454865,100.000000,0.055398
308.796783,-225.638123,100.000000,0.050361
303.247986,-227.779526,100.000000,0.049395
306.753845,-231.255020,100.000000,0.049366
299.167694,-235.605438,100.000000,0.049752
300.909943,-240.300217,100.000000,0.050076
302.017761,-245.121384,100.000000,0.049468
302.594757,-250.023422,100.000000,0.049359
299.313477,-254.395096,100.000000,1.990140
295.674225,-259.478149,100.000000,0.062515
291.276276,-259.663544,100.000000,1.782865
285.758759,-259.896118,100.000000,0.055224
281.372284,-260.081024,100.000000,0.043903
275.869873,-260.312958,100.000000,0.055073
271.471008,-260.498383,100.000000,0.044028
266.009430,-260.728607,100.000000,0.054665
261.531586,-260.917358,100.000000,0.044818
255.990814,-261.150909,100.000000,0.055457
251.588303,-261.336487,100.000000,0.044065
246.122040,-261.566895,100.000000,0.054711
241.719238,-261.752472,100.000000,0.044067
236.072693,-261.990479,100.000000,0.056516
231.673599,-262.175903,100.000000,0.044030
226.217575,-262.405884,100.000000,0.054608
221.817963,-262.591339,100.000000,0.044035
216.251419,-262.825989,100.000000,0.055715
211.841660,-263.011871,100.000000,0.044137
206.395645,-263.241425,100.000000,0.054508
201.405090,-263.451782,100.000000,0.049950
196.196625,-263.677704,100.000000,0.052134
191.373276,-263.886932,100.000000,0.048279
